Seasonal Variation (Data Source),Simulation Run Number,T-R Separation Distance (m),Time Delay (ns),Received Power (dBm), Phase (rad),Azimuth AoD (degree),Elevation AoD (degree),Azimuth AoA (degree),Elevation AoA (degree),Path Loss (dB),RMS Delay Spread (ns),Season,Frequency
FallH,2,109.5,400,-127.7,1.7,108,-0.2,233.3,9,157.6,3,0,52.6
FallH,2,109.5,404,-129.4,5.1,123,6.9,10.2,-9,158.2,17.2,0,52.6
FallH,2,109.5,408,-131.3,5,116,4.1,233.4,1,161,6.5,0,52.6
FallH,2,109.5,412,-132.9,0.8,112,5.1,7.7,-13,161.5,20.1,0,52.6
FallH,2,109.5,417,-134.7,0.8,121,-1.4,15.6,-12,162.5,24.2,0,52.6
FallH,2,109.5,421,-143.1,0.4,121,8.1,228.5,9,171.2,11.7,0,52.6
FallH,2,109.5,426,-145.8,5.2,104,4.9,347,3,175.7,14,0,52.6
FallH,2,109.5,431,-155.5,3.7,118,3.1,223.5,12,171.4,19.1,0,52.6
FallH,2,109.5,437,-139.9,2.1,114,0.6,225.7,10,165.9,18.3,0,52.6
FallH,2,109.5,442,-146,4.8,126,-2.8,222.4,8,175.5,19,0,52.6
FallH,2,109.5,447,-149.3,4.3,111,2.4,346,21,170.6,53.4,0,52.6
FallH,2,109.5,453,-144.5,1.7,122,3,235.7,0,165.6,16.8,0,52.6
FallH,2,109.5,458,-129.6,3.9,93,2.3,13.6,-4,159.6,1.2,0,52.6
FallH,2,109.5,475,-158.3,3.7,117,-0.6,342.4,10,160.4,18.1,0,52.6
FallH,2,109.5,481,-157.7,5.4,113,9.7,340.7,18,168,16.6,0,52.6
FallH,2,109.5,505,-155.6,2.1,106,8.5,230.2,2,171.5,20.4,0,52.6
FallH,2,109.5,545,-149.6,0.5,127,12.9,338,15,176.5,74.3,0,52.6
FallH,2,109.5,549,-154.1,2.9,111,6.8,223.9,30,182.5,67.3,0,52.6
FallH,2,109.5,554,-140,0.6,114,2.2,349.3,13,167.9,76.1,0,52.6
FallH,2,109.5,560,-155.9,3.7,122,5.6,359.3,-18,180.7,83,0,52.6
FallH,2,109.5,567,-154.2,5.3,127,0.3,334.8,11,166.3,22.1,0,52.6
FallH,2,109.5,583,-153.5,2.4,119,3.3,15.7,-7,164.9,24.9,0,52.6
FallH,2,109.5,611,-146.5,0.7,103,1.3,331.1,13,175.9,72.4,0,52.6
FallH,2,109.5,631,-159.4,2.5,123,6.1,345,11,167.8,29,0,52.6
FallH,3,388,1293,-159.8,3.9,258,-10,114,17,189.8,1.5,0,52.6
FallH,3,388,1296,-159.9,5.9,239,-7.2,126.8,-11,189.9,3.4,0,52.6
FallH,3,388,1299,-151,2.9,229,-4.8,117.8,-4,180.9,1.9,0,52.6
FallH,3,388,1302,-159.9,1.8,236,-2.8,116.4,2,187.6,5.2,0,52.6
FallM,1,286,953,-140,5.8,10,-7,198.9,7,169.9,0.5,0,52.6
FallM,1,286,956,-148,1.6,21,-11.4,203.6,5,177.3,1.7,0,52.6
FallM,1,286,961,-153.7,3.8,19,-7.4,201.8,2,178.4,3.2,0,52.6
FallM,1,286,966,-159.5,1.5,25,-13.9,215.1,8,188.8,3.5,0,52.6
FallM,1,286,972,-155,2.1,21,-11.7,207.3,-7,184.7,3.5,0,52.6
FallM,1,286,978,-153.3,4.2,46,-9.2,189.3,-1,183.3,0.9,0,52.6
FallM,1,286,985,-150.8,0.4,48,-9,200.3,6,180.7,3.5,0,52.6
FallM,1,286,998,-158,5.7,7,-12.7,204.8,-13,187.9,5.8,0,52.6
FallM,2,239.5,798,-143.9,5.2,117,-8.3,73.5,7,173.6,8.5,0,52.6
FallM,2,239.5,802,-135.3,4.2,106,-7.2,83.1,15,165.2,3.9,0,52.6
FallM,2,239.5,807,-141.1,3.5,107,-3.9,298,24,171.1,5.2,0,52.6
FallM,2,239.5,813,-147.8,6,105,-11.8,87.4,16,169.5,4.7,0,52.6
FallM,2,239.5,819,-136.4,5.6,121,-3.6,69.8,18,166.4,1.3,0,52.6
FallM,2,239.5,827,-133.5,0.8,119,-6.8,127.6,-12,163.5,0.5,0,52.6
FallM,2,239.5,834,-139.7,2.8,82,-12.6,126.2,-5,169.7,0.8,0,52.6
FallM,2,239.5,842,-147,1.9,115,-4.1,79.2,22,175.4,15.4,0,52.6
FallM,2,239.5,851,-154,0.8,90,-3.4,129.5,2,183.7,8.9,0,52.6
FallM,2,239.5,860,-153.2,2,110,-11.3,79.6,10,172.7,17,0,52.6
FallM,2,239.5,869,-156.7,2.3,100,-5.5,74.9,12,177.8,23.1,0,52.6
FallM,2,239.5,878,-157.2,5.4,111,-1.6,76.4,11,177.4,24.9,0,52.6
FallM,3,410.4,1368,-141.4,0.7,95,-0.5,282.4,-5,171.4,1.5,0,52.6
FallM,3,410.4,1388,-149.1,4,84,-9.3,184,5,179,14.6,0,52.6
FallM,3,410.4,1479,-148.9,2.2,101,-8.4,301.4,6,178.9,5.6,0,52.6
FallM,3,410.4,1483,-151.3,3.8,83,-13.3,295.9,-3,181.3,11.4,0,52.6
FallM,3,410.4,1490,-152,3,81,-13.4,27,-3,182,3.7,0,52.6
FallM,3,410.4,1499,-150.4,5.2,95,-3.6,298.2,-8,180.3,16.8,0,52.6
FallM,3,410.4,1509,-149.8,0.4,83,-13.1,41,3,179.6,4.5,0,52.6
FallM,3,410.4,1521,-159.7,2.9,83,-13.8,43.9,-2,182.5,7.5,0,52.6
WinterL,1,481.6,1605,-146.6,2.8,338,1.2,154.9,10,176.5,14.6,3,52.6
WinterL,1,481.6,1608,-145.2,5,96,-8.1,150.5,5,175.1,7.1,3,52.6
WinterL,1,481.6,1612,-140.7,3.8,19,-10.9,146,19,170.6,4.3,3,52.6
WinterL,1,481.6,1617,-145.4,2.7,27,-8.4,152.8,15,175.1,2.2,3,52.6
WinterL,1,481.6,1622,-153.9,2.9,325,-8.9,157.4,11,183.3,19.5,3,52.6
WinterL,1,481.6,1628,-149.1,5.9,37,-11.3,140.7,3,179.1,4.6,3,52.6
WinterL,1,481.6,1633,-150.3,5.7,105,-12.4,140.7,11,179.5,5.5,3,52.6
WinterL,1,481.6,1639,-150.8,3.8,331,-6.7,148.1,6,180.5,15.1,3,52.6
WinterL,1,481.6,1646,-145.8,5.5,107,-10.7,149.2,7,175.5,6.5,3,52.6
WinterL,1,481.6,1652,-140.5,2,10,-5.2,147,11,170.5,4.2,3,52.6
WinterL,1,481.6,1658,-151.2,4.9,217,-5.4,158.9,11,181.2,5.2,3,52.6
WinterL,1,481.6,1665,-153.5,2.2,43,-3.5,151.5,0,183.4,5.7,3,52.6
WinterL,1,481.6,1672,-153.4,2,84,-9.2,143.2,7,183.3,9.7,3,52.6
WinterL,1,481.6,1686,-158.4,3.3,329,-5.6,154.5,10,182.9,30.3,3,52.6
WinterL,2,303.9,1013,-152.2,3.9,208,-16.7,175.9,3,182,6.9,3,52.6
WinterL,2,303.9,1016,-136.7,4.5,211,-18.5,159.3,5,166.6,5.9,3,52.6
WinterL,2,303.9,1021,-143.5,3.9,204,-14,162.1,10,172.4,7.3,3,52.6
WinterL,2,303.9,1026,-149.1,2.8,214,-17.7,51,10,179,20.3,3,52.6
WinterL,2,303.9,1031,-147.6,4.6,195,-20.7,313.8,5,177.6,2.1,3,52.6
WinterL,2,303.9,1037,-143.9,6.2,199,-15.1,241.5,-4,173.9,3.1,3,52.6
WinterL,2,303.9,1043,-158.1,3.4,215,-19.2,309,-3,187.5,10.9,3,52.6
WinterL,2,303.9,1049,-150.9,4.9,212,-14.9,140.1,11,180.5,16.8,3,52.6
WinterL,2,303.9,1063,-144.6,4,218,-20.6,164.3,11,173.4,32.4,3,52.6
WinterL,2,303.9,1070,-156,1.7,213,-15.2,140.6,5,183.1,20.6,3,52.6
WinterL,2,303.9,1118,-154.3,4,246,-19.8,241.4,7,184.3,1.8,3,52.6
WinterL,2,303.9,1181,-153.8,5.7,214,-18.8,165.9,13,174.9,49.6,3,52.6
WinterL,2,303.9,1184,-149,3.9,198,-14.6,134.8,9,178.9,13.3,3,52.6
WinterL,3,283.7,946,-135.4,1.3,295,0,137.1,15,165.4,2.1,3,52.6
WinterL,3,283.7,949,-140.4,4.2,284,-3.9,264.2,4,170.3,12.3,3,52.6
WinterL,3,283.7,955,-145.4,2.8,296,-1.4,272,19,175.3,9.6,3,52.6
WinterL,3,283.7,963,-135.1,2.6,313,1.8,131.5,5,165.1,0.4,3,52.6
WinterL,3,283.7,972,-140.9,5.3,298,3.5,137.5,-2,170.9,4.9,3,52.6
WinterL,3,283.7,981,-139.8,3.2,304,1.8,271.3,5,169.7,6.4,3,52.6
WinterL,3,283.7,992,-148,1.4,270,1.6,128.2,8,177.9,3.3,3,52.6
WinterL,3,283.7,1003,-146.3,4.5,290,0,273.5,10,175.9,17.2,3,52.6
WinterL,3,283.7,1015,-154.1,2.7,300,0.7,272.1,7,171.5,11.2,3,52.6
WinterL,3,283.7,1145,-157.7,0.9,297,3.3,286.2,18,186.9,71.5,3,52.6
WinterL,3,283.7,1149,-158,0.1,300,6.1,141.2,7,180.3,73.7,3,52.6
WinterL,3,283.7,1156,-159.2,2.7,290,-1.3,265.7,6,175.4,43.4,3,52.6
WinterH,1,169,563,-140.6,1.1,76,-1.1,247.1,6,170.6,0.9,3,52.6
WinterH,1,169,567,-138.2,5,54,-4,251.4,-11,168.2,0.5,3,52.6
WinterH,1,169,575,-137.5,2.4,57,-2.8,122.8,-7,166.8,8.8,3,52.6
WinterH,1,169,584,-136.2,3.2,65,-6.7,117.5,-7,165.9,3.8,3,52.6
WinterH,1,169,595,-147.4,1.2,59,-6.6,121,-4,168.5,11.2,3,52.6
WinterH,1,169,607,-143.1,4.2,73,-1.1,118.5,-4,172.3,8.9,3,52.6
WinterH,1,169,621,-148.7,4.9,60,-3.2,124.5,-3,169.4,15.2,3,52.6
WinterH,2,487.8,1629,-153.6,4.8,242,-8.9,22.9,-4,183.6,0.2,3,52.6
WinterH,2,487.8,1634,-152.8,5.7,155,-9,335.5,13,182.7,1.8,3,52.6
WinterH,2,487.8,1659,-155.4,5.8,162,-2.2,344.3,11,185.3,3.2,3,52.6
WinterH,3,176.2,587,-138,3.9,322,-3.8,221.4,-7,168,0.2,3,52.6
WinterH,3,176.2,590,-130.2,0.7,336,-4.9,354.3,-11,160.2,1,3,52.6
WinterH,3,176.2,595,-134,1.9,346,-4.7,25.4,6,163.6,3.8,3,52.6
WinterH,3,176.2,600,-132.8,5,342,-8,206.2,0,158.2,8.1,3,52.6
WinterH,3,176.2,605,-131.7,3,350,-5.7,19.2,14,161.6,1.6,3,52.6
WinterH,3,176.2,610,-138.6,1.6,345,-8.1,34.3,5,167.7,6.2,3,52.6
WinterH,3,176.2,616,-127.6,3.5,342,-5.2,205.7,4,156.9,5.9,3,52.6
WinterH,3,176.2,623,-136.6,6.1,347,-1.9,206.1,-4,163.7,7.8,3,52.6
WinterH,3,176.2,629,-132.7,1,339,-2.3,6,-10,162.7,1.6,3,52.6
WinterH,3,176.2,635,-142.2,3.6,333,-10.5,29.4,5,172,5.9,3,52.6
WinterH,3,176.2,642,-156.7,4.4,349,-4.4,353.8,-4,181.6,22.5,3,52.6
WinterH,3,176.2,649,-147.9,4.3,354,-0.8,17.5,2,175.8,24.8,3,52.6
WinterM,1,363.4,1211,-149.9,2,195,-5.6,87.6,13,179.2,1.4,3,52.6
WinterM,1,363.4,1215,-147.9,5.3,195,-6.1,83.9,5,177.6,1.4,3,52.6
WinterM,1,363.4,1222,-152.5,0.4,205,-9.3,83.2,-1,182.1,9.6,3,52.6
WinterM,1,363.4,1231,-159.4,1.3,222,-9.7,75.7,-7,189.4,1.5,3,52.6
WinterM,2,358.5,1195,-159.1,2.9,182,-11.8,128.7,-8,183.5,8.8,3,52.6
WinterM,2,358.5,1199,-149.2,2.3,186,-11.2,124.3,-10,179,1.9,3,52.6
WinterM,2,358.5,1204,-158.7,5.3,152,-10.7,124.3,-3,188.7,1.5,3,52.6
WinterM,2,358.5,1218,-153.9,2.3,189,-11.9,113.4,7,183.9,1,3,52.6
WinterM,2,358.5,1235,-155.9,1.2,160,-9.8,257.3,5,185.8,8.7,3,52.6
WinterM,2,358.5,1244,-159.9,2.9,179,-9.9,238.8,2,189.9,3.2,3,52.6
WinterM,3,444.9,1483,-143,4.7,93,-13.9,100.1,12,173,1.2,3,52.6
WinterM,3,444.9,1485,-150.9,0.6,136,-7.7,310.9,10,177.9,29,3,52.6
WinterM,3,444.9,1488,-152.3,0.4,105,-8.8,312.5,8,182.2,10.3,3,52.6
WinterM,3,444.9,1491,-157.2,5,130,-7.7,95.3,11,184.5,46.6,3,52.6
WinterM,3,444.9,1493,-154.4,0,143,-9.7,115.2,4,183.8,31.9,3,52.6
WinterM,3,444.9,1496,-150.7,1.4,133,-14.7,304,3,180.6,3.3,3,52.6
WinterM,3,444.9,1498,-152.9,1.7,121,-5.7,300.6,11,182.9,5.9,3,52.6
WinterM,3,444.9,1501,-157.2,4.4,138,-10.7,90.4,9,186.8,9.4,3,52.6
WinterM,3,444.9,1503,-148.6,5.1,134,-4.1,308.3,16,177.5,11.4,3,52.6
WinterM,3,444.9,1531,-142.4,4.1,142,-4.3,315.7,15,172.3,6.3,3,52.6
WinterM,3,444.9,1574,-152.6,4.7,139,-9.9,315.9,8,178.9,33.4,3,52.6
WinterM,3,444.9,1578,-158.7,3.9,117,-6.2,115,10,188.6,7.1,3,52.6
WinterM,3,444.9,1585,-149.9,1.8,124,-11.5,96.3,7,179.8,15.9,3,52.6
WinterM,3,444.9,1595,-147.6,0.8,147,-10.9,108.5,13,177.6,8,3,52.6
SummerL,1,376.4,1255,-140.4,0.7,50,0.8,78.7,5,170.1,35.6,2,52.6
SummerL,1,376.4,1258,-143.7,3,52,2.5,88.5,2,173.2,20.9,2,52.6
SummerL,1,376.4,1265,-156.8,3.4,56,-1.4,74.7,-4,180.7,78.2,2,52.6
SummerL,1,376.4,1272,-153.4,6,57,-8.8,279.7,6,183.2,22.2,2,52.6
SummerL,1,376.4,1276,-156.4,1.5,54,0.6,285.7,7,185.8,28.5,2,52.6
SummerL,1,376.4,1302,-159.9,0,60,-1,265.3,0,189.8,18.4,2,52.6
SummerL,1,376.4,1311,-158.6,3.6,75,2.1,88,7,188.5,13.1,2,52.6
SummerL,1,376.4,1408,-159.2,3.5,31,-0.6,278.5,13,189.1,18,2,52.6
SummerL,1,376.4,1416,-147.1,0.2,57,-0.2,79.5,3,173.5,79.8,2,52.6
SummerL,1,376.4,1441,-158.9,2.7,49,-1.1,67.9,-4,187.1,83.4,2,52.6
SummerL,2,203.2,677,-150.8,0.9,216,-0.9,320.1,-9,180.8,0.9,2,52.6
SummerL,2,203.2,688,-154.5,3.4,193,2.9,323.5,-4,184.5,9.1,2,52.6
SummerL,2,203.2,708,-156.3,1.7,71,-2.6,309.3,18,186.3,0.4,2,52.6
SummerL,3,307.9,1026,-146.5,2.7,81,-10.3,289.3,5,176.5,8.1,2,52.6
SummerL,3,307.9,1029,-147.3,1.3,91,-4.6,109,14,177.3,3.2,2,52.6
SummerL,3,307.9,1033,-146.9,0.9,64,-2.6,295.9,2,176.9,1.5,2,52.6
SummerL,3,307.9,1036,-147,5.1,194,-3.2,112.2,11,175.3,3.8,2,52.6
SummerL,3,307.9,1040,-148.6,2.1,198,-2.5,111.7,11,175.6,5.3,2,52.6
SummerL,3,307.9,1113,-153,3,201,0.8,96.3,9,182.9,5.1,2,52.6
SummerL,3,307.9,1122,-157.4,0.5,88,-5.9,112.5,-2,187.4,8.9,2,52.6
SummerL,3,307.9,1144,-155.5,2.1,201,-8.5,102,14,184.8,33.4,2,52.6
SummerH,2,24.5,82,-118.5,0.4,155,2.3,200.2,3,148.5,2.1,2,52.6
SummerH,2,24.5,84,-124.7,4.8,146,1.5,352.5,6,154.7,8.8,2,52.6
SummerH,2,24.5,87,-111,2.7,330,-1.6,200.1,10,141,4.4,2,52.6
SummerH,2,24.5,90,-118.5,0.9,66,-9,120.4,3,148.5,0.6,2,52.6
SummerH,2,24.5,93,-124.5,0.3,345,-0.5,353,2,154.2,57.4,2,52.6
SummerH,2,24.5,96,-116.4,6.1,79,-6.3,206.5,1,146.4,2.7,2,52.6
SummerH,2,24.5,99,-122.1,1.4,145,0.5,23.6,1,152,33.5,2,52.6
SummerH,2,24.5,102,-117.6,2.4,152,3,136,21,147.6,1.1,2,52.6
SummerH,2,24.5,106,-126.4,0.9,336,-5.7,27.6,-2,156.3,5.9,2,52.6
SummerH,2,24.5,109,-115.5,3.7,64,-0.2,22.9,-4,145.5,0.9,2,52.6
SummerH,2,24.5,112,-127.9,2.7,322,-0.2,203.2,6,151.6,23.2,2,52.6
SummerH,2,24.5,115,-123.2,0.6,54,-2.7,334.7,4,153.2,2.7,2,52.6
SummerH,2,24.5,118,-128.2,0,134,-1.6,358,2,158.2,6.6,2,52.6
SummerH,2,24.5,122,-120.7,2.5,329,2.1,138.1,10,150.7,3.5,2,52.6
SummerH,2,24.5,125,-129.3,5.5,350,2.8,123.9,-4,159.3,4.9,2,52.6
SummerH,2,24.5,128,-119.6,1.8,132,6.8,192.9,2,149.6,3,2,52.6
SummerH,2,24.5,131,-134.8,4.3,316,-4,131.6,9,164.7,5.4,2,52.6
SummerH,2,24.5,308,-123.8,4.6,330,-4.6,206.2,-2,153.2,73.6,2,52.6
SummerH,2,24.5,311,-131.1,5.7,134,0,129.9,16,161.1,19.8,2,52.6
SummerH,2,24.5,314,-131.3,4.5,122,2,24.4,6,161.3,16.9,2,52.6
SummerH,2,24.5,317,-140.7,4,70,-3.1,348.2,16,170.1,73.7,2,52.6
SummerH,2,24.5,320,-133.4,4.3,145,2,182.2,-3,163.3,39.5,2,52.6
SummerH,2,24.5,324,-125.6,4.6,136,7.3,342.7,9,155.5,14.2,2,52.6
SummerH,2,24.5,327,-131.6,5.6,348,1.2,349,6,157.2,112.6,2,52.6
SummerH,2,24.5,330,-140.5,5.9,59,-4.1,347.6,5,168.9,101.3,2,52.6
SummerH,2,24.5,334,-134.8,2.8,147,-0.1,21.4,-5,155.7,77.2,2,52.6
SummerH,2,24.5,554,-153.5,2.2,136,1.6,138.4,9,173.7,129.6,2,52.6
SummerH,2,24.5,558,-151.8,5.8,338,-0.9,337.5,-4,175.6,199.6,2,52.6
SummerH,2,24.5,565,-146.1,6,60,-5.9,212.5,-1,173.3,227.6,2,52.6
SummerH,2,24.5,574,-155,0.4,148,4.9,21,1,156.3,40.7,2,52.6
SummerH,2,24.5,585,-153.2,2.1,84,-1.7,20.7,-3,174,156.8,2,52.6
SummerH,3,61.5,205,-123.7,2.9,63,-1,199.6,8,153.1,13.5,2,52.6
SummerH,3,61.5,208,-134.4,5.3,33,-0.2,201.8,-9,164.4,8.1,2,52.6
SummerH,3,61.5,212,-125.3,1.6,48,3.4,220.7,-2,155.3,2.8,2,52.6
SummerH,3,61.5,216,-124.5,2.7,78,1.2,222.6,-2,154.5,0.5,2,52.6
SummerH,3,61.5,221,-131.9,6.2,55,7.1,207.9,-12,161,26.9,2,52.6
SummerH,3,61.5,226,-136,5.8,47,-2.3,206.2,7,165.8,15.6,2,52.6
SummerH,3,61.5,231,-129.3,0.3,66,3.6,192.1,-16,159.2,7.6,2,52.6
SummerH,3,61.5,237,-120.1,3.4,63,-3.6,210,4,149.9,5.3,2,52.6
SummerH,3,61.5,242,-136.1,0,51,3.5,210.8,-11,163.2,16.1,2,52.6
SummerH,3,61.5,248,-121.6,4.6,63,4.5,202.9,-1,151.2,28,2,52.6
SummerH,3,61.5,254,-133.7,3.9,66,-0.1,208.6,-1,153.7,9.7,2,52.6
SummerH,3,61.5,260,-139.3,2.3,55,-0.6,218.4,-7,164.8,24.9,2,52.6
SummerH,3,61.5,266,-141.2,1.8,57,2.9,206.4,-9,161,55.2,2,52.6
SummerH,3,61.5,272,-143.5,0.3,67,2.7,191.6,-3,166.8,59.3,2,52.6
SummerH,3,61.5,278,-142.5,4.4,55,-2.6,203,0,161.4,46,2,52.6
SummerH,3,61.5,285,-153.1,5.6,55,3.6,200,-2,157.4,72.9,2,52.6
SummerH,3,61.5,291,-151.8,4.6,55,-1.1,212.4,-2,162.9,16.9,2,52.6
SummerH,3,61.5,298,-156.2,3.7,58,6.4,207.2,0,156.6,26.8,2,52.6
SummerH,3,61.5,304,-151.2,6,59,-2.8,191.5,-1,168,82.2,2,52.6
SummerH,3,61.5,311,-152.7,2.3,53,1,199.9,1,162.6,73.2,2,52.6
SummerH,3,61.5,318,-151.6,0.6,50,-1.6,188.4,-1,178.7,57.1,2,52.6
SummerH,3,61.5,325,-157.8,3.1,58,6.9,200.1,-2,154.8,63.8,2,52.6
SummerH,3,61.5,345,-153.8,0,64,2.2,198.2,6,154.4,22,2,52.6
SummerH,3,61.5,395,-153.5,4.8,68,2.7,205.5,3,155.2,15.6,2,52.6
SummerH,3,61.5,397,-128.9,4.8,58,4.6,198.1,-5,155.7,74.8,2,52.6
SummerH,3,61.5,603,-154.8,0.1,58,-1.6,213.8,-17,174.9,122.9,2,52.6
SummerH,3,61.5,607,-158.8,0.8,60,5.9,211.3,2,159.6,20.9,2,52.6
SummerH,3,61.5,614,-150.5,0.5,65,2.1,219.2,-16,176.1,183.1,2,52.6
SummerH,3,61.5,623,-148.4,0.5,60,3.7,212,12,164.7,80.4,2,52.6
SummerH,3,61.5,633,-153.3,3.7,55,4.3,206.5,8,165,60,2,52.6
SummerH,3,61.5,644,-159.7,3.1,45,2.6,201.9,-2,175.1,96.9,2,52.6
SummerM,1,380.3,1268,-151.2,3,86,-1.2,7.8,-3,181.2,3.2,2,52.6
SummerM,1,380.3,1271,-152.9,3.7,303,-0.8,178.8,6,182.9,0.4,2,52.6
SummerM,1,380.3,1275,-145.9,2.5,92,4.2,23.4,-2,175.9,1.1,2,52.6
SummerM,1,380.3,1280,-152.7,5.8,88,3.3,315.1,5,182.7,1.7,2,52.6
SummerM,1,380.3,1286,-158,4.2,303,0.8,156.6,21,187.9,0.9,2,52.6
SummerM,1,380.3,1292,-158.8,1.8,83,5.7,156.5,8,188.7,1.3,2,52.6
SummerM,1,380.3,1298,-158.4,6.1,305,4.1,16.5,2,188.3,2.2,2,52.6
SummerM,2,345,1150,-142.7,4.4,228,-14.3,46.9,7,172.7,2.3,2,52.6
SummerM,2,345,1157,-155.8,2.3,223,-11,328.5,-1,185.3,57.7,2,52.6
SummerM,2,345,1162,-151,0.7,239,-14.8,63.3,8,180.9,6.2,2,52.6
SummerM,2,345,1166,-157.3,1.6,209,-16,328.1,12,187.3,3.8,2,52.6
SummerM,2,345,1200,-157.1,5.6,212,-20.4,154.7,7,187.1,6.9,2,52.6
SummerM,2,345,1288,-154.5,1.8,228,-14.6,162.1,-5,183.8,18.4,2,52.6
SummerM,2,345,1292,-157.8,5.6,227,-10.7,311.2,-7,187.7,23.2,2,52.6
SummerM,2,345,1298,-149.9,1.9,240,-11,137.3,-8,179.9,3.6,2,52.6
SummerM,2,345,1306,-157.6,5.2,232,-15.9,155.6,-5,185.6,25.5,2,52.6
SummerM,2,345,1369,-159.3,0.2,215,-11.6,329.9,-5,188.1,88.5,2,52.6
SummerM,3,91.7,306,-141.7,1,360,-6.8,17,3,171.7,4.2,2,52.6
SummerM,3,91.7,309,-131.9,2.9,28,-7.6,157.4,0,161.6,30,2,52.6
SummerM,3,91.7,313,-119.4,3.9,12,-11.4,155.2,11,149.3,3.4,2,52.6
SummerM,3,91.7,318,-132.2,0.7,7,-7.4,157.1,-10,162.2,4.9,2,52.6
SummerM,3,91.7,323,-135.9,0.5,10,-7.5,251.5,19,165.8,3.7,2,52.6
SummerM,3,91.7,329,-134.5,0.1,21,-1.6,149.5,2,164.1,21.4,2,52.6
SummerM,3,91.7,335,-129.9,0.5,21,-12.9,164.4,9,159.4,8.3,2,52.6
SummerM,3,91.7,341,-140.5,2.6,9,-5.8,257.1,-11,170.3,6.7,2,52.6
SummerM,3,91.7,348,-152,2.8,6,-9.1,7.9,1,177.7,50.5,2,52.6
SummerM,3,91.7,355,-143.9,5.4,30,-6.8,161.4,6,167.1,27.1,2,52.6
SummerM,3,91.7,362,-134.8,1.5,6,-11.1,21.5,9,164.7,8,2,52.6
SummerM,3,91.7,369,-135.5,5.3,18,-7.2,158.8,16,158.4,22.6,2,52.6
SummerM,3,91.7,376,-138.6,2.4,15,-6.5,152.5,1,164.2,36.7,2,52.6
SummerM,3,91.7,383,-144.8,0.1,16,-11.8,156.3,1,164.1,30.8,2,52.6
SummerM,3,91.7,391,-148.6,4.7,358,-7.7,246.7,-1,176.7,28.5,2,52.6
SummerM,3,91.7,429,-148.3,1,19,-6.3,151.9,-2,166.2,48.3,2,52.6
SummerM,3,91.7,431,-138.3,0.1,345,-9.5,243.3,2,168.3,2.5,2,52.6
SummerM,3,91.7,434,-147.9,3.7,8,-12.7,11.4,3,174.9,52,2,52.6
SummerM,3,91.7,437,-141.2,5,33,-8.4,154.6,-2,165.1,56.7,2,52.6
SummerM,3,91.7,440,-153,4.3,358,-8.2,172.9,7,182.8,22.5,2,52.6
SummerM,3,91.7,442,-146.3,1.9,355,-9.3,239,3,174.6,12.4,2,52.6
SummerM,3,91.7,445,-138.8,3.4,19,-4,229,2,168.7,12.4,2,52.6
SummerM,3,91.7,448,-149,1.1,20,-3.4,238.7,-2,177.1,29.8,2,52.6
SummerM,3,91.7,450,-145.5,3.3,12,-11.5,234.5,-1,173.6,62.9,2,52.6
SummerM,3,91.7,453,-149.1,1.3,354,-6.7,243.4,1,174,20,2,52.6
SummerM,3,91.7,456,-152,4.3,20,-12.8,148.9,0,171.7,64.9,2,52.6
SummerM,3,91.7,459,-148.7,2.4,18,-2.2,356,16,178.4,32.5,2,52.6
SummerM,3,91.7,462,-154,1.4,22,-10.3,7.5,11,180.3,88.4,2,52.6
SummerM,3,91.7,464,-148.4,3.6,8,-10.1,12.5,13,173.8,58.2,2,52.6
SummerM,3,91.7,467,-156.8,0.8,11,-5.5,245.4,-2,180.7,85.3,2,52.6
SummerM,3,91.7,470,-158.2,1.8,18,-8.6,13.4,1,181,71.2,2,52.6
SummerM,3,91.7,473,-156.7,0.5,24,-6.3,13.9,6,183.4,75.9,2,52.6
SummerM,3,91.7,476,-149.1,2.4,24,-4.1,2.3,8,178.6,36.6,2,52.6
SummerM,3,91.7,478,-152.8,5.5,14,-3.6,5.6,-18,181.1,73.6,2,52.6
SummerM,3,91.7,481,-151,3.8,21,-9.3,155.6,9,159.3,18.5,2,52.6
SummerM,3,91.7,484,-144.3,2.3,352,-11.2,153.9,-2,174.1,25.5,2,52.6
SummerM,3,91.7,594,-153.6,2.1,350,-3.5,163.3,-3,182.8,71.8,2,52.6
SummerM,3,91.7,600,-156.8,5.9,30,-4.8,157.6,-1,162.9,35.8,2,52.6
SummerM,3,91.7,603,-156.7,3.2,20,-9.2,9.8,12,180.3,104.3,2,52.6
SummerM,3,91.7,606,-157,6,9,-9.6,248.4,6,178.6,104.5,2,52.6
SummerM,3,91.7,612,-152,5.9,22,-7.8,149.8,-3,168.6,67.8,2,52.6
SummerM,3,91.7,627,-159.7,2.8,23,-5.6,247.2,2,185,124.6,2,52.6
SummerM,3,91.7,634,-159.5,5.7,13,-3.6,158.5,4,164.9,28.2,2,52.6
SummerL,1,51.6,172,-109.9,1.8,191,-2.2,302,-7,154.9,10.2,2,71
SummerL,1,51.6,175,-109.3,1.1,174,-2.5,307.7,-3,157.7,18.3,2,71
SummerL,1,51.6,180,-103,4.7,185,3.2,304.3,0,149.4,9.9,2,71
SummerL,1,51.6,187,-101.4,3,190,3,303.6,-2,149.5,7,2,71
SummerL,1,51.6,193,-110.7,4.1,192,-1.1,310.8,-3,156.6,7.3,2,71
